"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"Georbot","Georgia-Russia","Russia","No","Georgia","No","No",2011-03-01,2012-03-23,2011,388,"Before July 2016","DDoS, Botnets","Government non-military","Short-term espionage","Yes","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.infosecurity-magazine.com/news/georgia-russia-responsible-for-georbot-cyber-spy/","https://www.securityweek.com/new-botnet-discovered-targeting-georgia-nationals",NA,NA,NA,"Georbot spyware campaign",NA,NA,NA
"Georgia MOD Attack","Georgia-Russia","Russia","No","Georgia","No","No",2014-09-01,2014-10-24,2014,53,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","Yes","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.lawfareblog.com/russian-apt28","https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-apt28.pdf",NA,NA,NA,"APT 28 group hacks Georgia MoD",NA,NA,NA
"October Disruptions","Georgia-Russia","Russia","No","Georgia","No","No",2019-10-28,2019-10-28,2019,0,"After July 2016","DDoS, Botnets","Government military","Disruption","Yes","Yes","No",4,"Indirect and delayed","Government Facilities Sector","Yes","No","https://www.usnews.com/news/technology/articles/2020-02-20/georgia-blames-russia-for-cyber-attack-on-its-websites-last-october","https://osce.usmission.gov/u-s-condemnation-of-russian-cyber-attack-on-georgia/","https://www.cnn.com/2020/02/20/politics/russia-georgia-hacking/index.html","https://www.consilium.europa.eu/en/press/press-releases/2020/02/21/declaration-by-the-high-representative-on-behalf-of-the-european-union-call-to-promote-and-conduct-responsible-behaviour-in-cyberspace/","https://www.gov.uk/government/news/uk-condemns-russias-gru-over-georgia-cyber-attacks","Tthe attack directly affected the Georgian population, disrupted operations of several thousand Georgian government and privately-run websites and interrupted the broadcast of at least two major television stations.","https://www.justice.gov/opa/pr/six-russian-gru-officers-charged-connection-worldwide-deployment-destructive-malware-and",NA,NA
"Russian DDoS TUR Govt","Russia-Turkey","Russia","No","Turkey","Yes","No",2015-11-25,2016-01-15,2015,51,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","No","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.telegraph.co.uk/technology/internet-security/12057478/Could-cyberattack-on-Turkey-be-a-Russian-retaliation.html","https://thehill.com/policy/cybersecurity/264671-turkey-russia-rift-inciting-hackers-official-says",NA,NA,NA,"Russsian hackers launch DDoS attacks against Turkish govt for dowining of Russian jet in Syria",NA,NA,NA
"Turkish retaliation FSB","Russia-Turkey","Turkey","Yes","Russia","No","No",2016-01-01,2016-01-15,2016,14,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","Yes","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://www.reuters.com/article/us-russia-turkey-minister-cybersecurity-idUSKBN0UH0HJ20160103","https://www.crowdstrike.com/blog/cyber-skirmish-russia-v-turkey/",NA,NA,NA,"Breach of FSB to signal cpapbilities to Russian APT groups",NA,NA,NA
"Turkish retaliation banks","Russia-Turkey","Turkey","Yes","Russia","No","No",2016-01-01,2016-01-15,2016,14,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","No","Yes","No",2,"Direct and immediate","Financial Services Sector","Yes","No","https://www.reuters.com/article/us-russia-turkey-minister-cybersecurity-idUSKBN0UH0HJ20160104","https://www.crowdstrike.com/blog/cyber-skirmish-russia-v-turkey/",NA,NA,NA,"DDoS retaliation on Russian banks for Russian cyber attacks",NA,NA,NA
"Olympic Destroyer","Russia-S Korea","Russia","No","South Korea","No","No",2017-12-01,2018-02-10,2017,71,"After July 2016","DDoS, Botnets","Private/non-state","Disruption","Yes","Yes","No",2,"Direct and immediate","Government Facilities Sector","No","No","https://www.wired.com/story/untold-story-2018-olympics-destroyer-cyberattack/","https://www.crowdstrike.com/blog/malicious-spear-phishing-campaign-targets-upcoming-winter-olympics-in-south-korea/",NA,NA,NA,"During the Russian Olympics ban, Russia conducted a false flag attack against the Olympic Games.","https://www.justice.gov/opa/pr/six-russian-gru-officers-charged-connection-worldwide-deployment-destructive-malware-and",NA,NA
"Rocket Kitten_A","Iran-Turkey","Iran","No","Turkey","Yes","No",2014-05-05,2015-09-06,2014,489,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.reuters.com/article/us-cyber-research/iran-linked-cyber-spies-use-simple-yet-effective-hacks-report-idUSKBN1AA1US","https://codeanddagger.com/news/2018/7/27/what-is-rocket-kitten-purported-iranian-hacking-group",NA,NA,NA,"Iranian group targeting academic instititions and NGOs",NA,NA,NA
"OilRig C","Iran-Turkey","Iran","No","Turkey","Yes","No",2015-12-01,2017-02-15,2015,442,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html","https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a",NA,NA,NA,"OilRig espionage camaping targets Turkish govt officials",NA,NA,NA
"Iran-Turkey Shipping and Telcom","Iran-Turkey","Iran","No","Turkey","Yes","No",2017-01-01,2017-12-31,2017,364,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",4,"Direct and immediate","Communications Sector","Yes","No","https://www.cnbc.com/2018/03/01/iran-based-hacking-group-expanding-spying-operations-in-middle-east.html","https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/chafer-latest-attacks-reveal-heightened-ambitions",NA,NA,NA,"The Iran-Chafer  group staged a number of ambitious new attacks last year, including the compromise of a major telecoms services provider in the region. There is also evidence that it attempted to attack a major international travel reservations firm. Chafer appears to be primarily engaged in surveillance and tracking of individuals, with most of its attacks likely carried out to gather information on targets or facilitate surveillance.",NA,NA,NA
"Iranian Attacks against Universities 2018 Turkey","Iran-Turkey","Iran","No","Turkey","Yes","No",2018-08-01,2018-08-24,2018,23,"After July 2016","Network Infiltration (Keystroke logging)","Private/non-state","Short-term espionage","No","Yes","No",3,"Indirect and delayed","Other (Election Infrastructure, Academia)","No","No","https://securityaffairs.co/wordpress/78726/cyber-warfare-2/sbu-russia-cyber-attack.html",NA,NA,NA,NA,"Secure works reports that Colbat Dickens, an Iranian backed group, spoofed websites from universities researchers and gained access to university networks",NA,NA,NA
"Iran-Turkey Shipping and Telcom II","Iran-Turkey","Iran","No","Turkey","Yes","No",2018-11-01,2018-11-30,2018,29,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",4,"Direct and delayed","Information Technology Sector","No","No","https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html","https://securityboulevard.com/2020/01/iranian-apt-group-overview/",NA,NA,NA,"The Iran-linked Chafer APT group used a new Python-based backdoor in attacks carried out in November 2018 that targeted a Turkish government entity. No clear information on the target.",NA,NA,NA
"Loggerhead DNS Attack-Greece","Iran-Turkey","Iran","No","Turkey","Yes","No",2018-12-01,2019-01-30,2018,60,"After July 2016",NA,"Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","Yes","No","https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/","https://blog.talosintelligence.com/2019/04/seaturtle.html","https://www.zdnet.com/article/hackers-breached-greeces-top-level-domain-registrar/",NA,NA,"Seeking admin privleges for government servers",NA,"https://us-cert.cisa.gov/ncas/alerts/TA18-106A : https://arstechnica.com/information-technology/2018/06/vpnfilter-malware-infecting-50000-devices-is-worse-than-we-thought/",NA
"MuddyWater POWERSTATS","Iran-Turkey","Iran","No","Turkey","Yes","No",2019-04-01,2019-04-30,2019,29,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",2,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://blog.trendmicro.com/trendlabs-security-intelligence/muddywater-resurfaces-uses-multi-stage-backdoor-powerstats-v3-and-new-post-exploitation-tools/","https://documents.trendmicro.com/assets/white_papers/wp_new_muddywater_findings_uncovered.pdf","https://www.cyberscoop.com/muddywaters-trend-micro-middle-east/",NA,NA,"In this operation, MuddyWater targted Turkish and Kurdish organizations.The initial distribution vector is distribution by an email containing a malicioUSOffice document to Kurdish targets associated with the security secotr and turkish military.",NA,NA,NA
"Electronic jihad","Iran-Israel","Iran","No","Israel","No","Yes",2000-09-01,2000-09-01,2000,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Information Technology Sector","No","No","http://www.ists.dartmouth.edu/docs/cyber_a1.pdf","https://www.bbc.com/news/technology-20356757.amp",NA,NA,NA,"Iranian defacements on Israeli networks in response to Palestinian military ops",NA,NA,NA
"Cyber jihad","Iran-Israel","Iran","No","Israel","No","Yes",2001-08-01,2001-08-01,2001,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Information Technology Sector","No","No","https://www.bbc.com/news/technology-20356757.amp",NA,NA,NA,NA,"Propagandist defacements against Israel promoting Islamic cyber jihad.",NA,NA,NA
"Anti-semitic response","Iran-Israel","Israel","No","Iran","No","No",2006-02-07,2006-02-07,2006,0,"Before July 2016","Vandalism (website defacements, propaganda)","Government non-military","Disruption","Yes","Yes","No",2,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","https://www.thedailybeast.com/irans-holocaust-cartoon-competition","https://www.theguardian.com/world/2006/feb/07/muhammadcartoons.topstories3",NA,NA,NA,"Retaliation against an Iranian newspaper that announced a competition to find  the best cartoons about the Holocaust.",NA,NA,NA
"Lebanese action propaganda","Iran-Israel","Iran","No","Israel","No","Yes",2006-10-27,2006-10-27,2006,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","Yes","No","No",2,"Direct and immediate","Defense Industrial Base Sector","No","No","https://www.brookings.edu/wp-content/uploads/2012/04/2007islamforum_israel-hezb-war.pdf",NA,NA,NA,NA,"Sort DDoS against Israel in response to the Israeli air and artillery attacks on Lebanon.",NA,NA,NA
"Stuxnet .5_B","Iran-Israel","Israel","No","Iran","No","Yes",2007-11-01,2010-06-01,2007,943,"Before July 2016","Network Infiltration (Worms)","Government military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://www.symantec.com/connect/blogs/stuxnet-05-disrupting-uranium-processing-natanz",NA,NA,NA,NA,"Intrusion in the Natanz plant gathering vulnerablity information",NA,NA,NA
"Cast Lead Retaliation","Iran-Israel","Iran","No","Israel","No","Yes",2008-12-27,2008-12-27,2008,0,"Before July 2016","DDoS, Botnets","Government non-military","Disruption","No","No","No",2,"Direct and immediate","Information Technology Sector","No","No","http://web.mit.edu/smadnick/www/wp/2017-10.pdf","https://foreignpolicy.com/2012/11/14/operation-cast-lead-2-0/",NA,NA,NA,"DDoS retaliation for Israel's Operation Cast Lead.",NA,NA,NA
"Stuxnet_B","Iran-Israel","Israel","No","Iran","No","Yes",2009-06-01,2010-10-01,2009,487,"Before July 2016","Network Infiltration (Worms)","Government military","Degrade","No","Yes","Yes",6,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://www.wired.com/2014/11/countdown-to-zero-day-stuxnet/","https://www.csoonline.com/article/3218104/malware/what-is-stuxnet-who-created-it-and-how-does-it-work.html",NA,NA,NA,"Spohisticated worm that infiltrated Iran's nuclear facilities and caused centrifuge damage, coercive measure to discourage Iranian nuclear program",NA,NA,NA
"Flame_B","Iran-Israel","Israel","No","Iran","No","Yes",2009-06-01,2012-12-02,2009,1280,"Before July 2016","Network Infiltration (Viruses)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","No","No","https://www.wired.com/2012/05/flame/",NA,NA,NA,NA,"To steal and collect key information of the Iranian networks and systems that have been infected.",NA,NA,NA
"Nuclear Facilities Virus","Iran-Israel","Israel","No","Iran","No","No",2009-07-07,2010-01-01,2009,178,"Before July 2016","Network Infiltration (Viruses)","Government military","Long-term espionage","No","Yes","No",2,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://www.forbes.com/2010/10/06/iran-nuclear-computer-technology-security-stuxnet-worm.html#12962a8751e8",NA,NA,NA,NA,"To infiltrate on the nuclear systems of Iran and learn the schematics of Natanz",NA,NA,NA
"Duqu_B","Iran-Israel","Israel","No","Iran","No","Yes",2011-09-11,2011-12-01,2011,81,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://www.symantec.com/content/dam/symantec/docs/security-center/white-papers/w32-duqu-11-en.pdf",NA,NA,NA,NA,"Malware to  gain remote access capabilities. To copy the uranium enriching plant so that the US could map the entire centrifuge set up.",NA,NA,NA
"Israel Infrastructure Hack","Iran-Israel","Iran","No","Israel","No","No",2013-03-02,2013-06-08,2013,98,"Before July 2016","Network Infiltration (Viruses)","Government non-military","Degrade","No","No","No",5,"Direct and delayed","Transportation Systems Sector","No","No","https://www.usatoday.com/story/tech/2013/10/27/ap-exclusive-israeli-tunnel-hit-by-cyber-attack/3281133/",NA,NA,NA,NA,"Netanyahu confirms Iran has been attmpting to hack its national infrastrcuture for several months",NA,NA,NA
"Rocket Kitten_B","Iran-Israel","Iran","No","Israel","No","No",2014-05-05,2015-09-06,2014,489,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.reuters.com/article/us-cyber-research/iran-linked-cyber-spies-use-simple-yet-effective-hacks-report-idUSKBN1AA1US","https://codeanddagger.com/news/2018/7/27/what-is-rocket-kitten-purported-iranian-hacking-group",NA,NA,NA,"Iranian group targeting academic instititions and NGOs",NA,NA,NA
"Duqu 2.0","Iran-Israel","Israel","No","Iran","No","No",2014-06-01,2015-06-30,2014,394,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://resources.infosecinstitute.com/duqu-2-0-the-most-sophisticated-malware-ever-seen/#gref",NA,NA,NA,NA,"Duqu 2.0, for Iran, Israel injected the intrusion into systems hosting the events for the P5+1 nuclear negotiations with Iran",NA,NA,NA
"Iranian multiple espionage","Iran-Israel","Iran","No","Israel","No","No",2014-07-01,2015-06-14,2014,348,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","No","No",1,"Direct and delayed","Information Technology Sector","No","No","https://www.timesofisrael.com/iran-spied-on-israel-saudi-arabia-with-major-cyberattack/","https://www.haaretz.com/israel-news/iranian-hackers-tried-to-spy-on-israelis-1.5419529",NA,NA,NA,"Iran implicated in data theft campaign that hit multiple states including Israel, Saudi Arabia, Yemen",NA,NA,NA
"Prince of Persia_B","Iran-Israel","Iran","No","Israel","No","No",2015-05-04,2016-04-30,2015,362,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Energy Sector","No","No","https://unit42.paloaltonetworks.com/prince-of-persia-infy-malware-active-in-decade-of-targeted-attacks/","https://www.cybersecurity-insiders.com/fireeye-discloses-cyber-attack-incident-details-on-triconex-ist/",NA,NA,NA,"Spyware infects Israeli industrial organization",NA,NA,NA
"Iran/Hezbollah/Hamas","Iran-Israel","Iran","No","Israel","No","Yes",2015-05-05,2015-06-15,2015,41,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",3,"Direct and delayed","Defense Industrial Base Sector","No","No","https://www.timesofisrael.com/official-iran-hamas-conduct-cyber-attacks-against-israel/",NA,NA,NA,NA,"Iran behind hacking on behalf of terror groups Hezbollah and Hamas, giving troop locations and stealing military technololgy",NA,NA,NA
"OilRig D","Iran-Israel","Iran","No","Israel","No","No",2015-12-01,2017-02-15,2015,442,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","No","No","https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html","https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a",NA,NA,NA,"OilRig espionage camaping targets intellectual property of several tech companies as well as universities",NA,NA,NA
"OilRig E","Iran-Israel","Iran","No","Israel","No","No",2015-12-01,2017-02-15,2015,442,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","No","No","https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html","https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a",NA,NA,NA,"OilRig espionage camaping targets multiple Israeli officials",NA,NA,NA
"Electric Powder","Iran-Israel","Iran","No","Israel","No","No",2016-04-01,2017-02-01,2016,306,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Degrade","Yes","Yes","No",2,"Direct and delayed","Energy Sector","No","No","https://www.bbc.com/news/technology-53594440","https://www.clearskysec.com/iec/",NA,NA,NA,"Greenbug attempted to breach the Israel Electric Company using different methods to spread malware, they failed. The incident originally was reported in 2017 but a 2018 report attributed the attack to Greenbug.",NA,NA,NA
"Iran-Israel Shipping and Telcom","Iran-Israel","Iran","No","Israel","No","No",2017-01-01,2017-12-31,2017,364,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","No",4,"Direct and immediate","Transportation Systems Sector","No","No","https://www.cnbc.com/2018/03/01/iran-based-hacking-group-expanding-spying-operations-in-middle-east.html","https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/chafer-latest-attacks-reveal-heightened-ambitions",NA,NA,NA,"The Iran-Chafer  group staged a number of ambitious new attacks last year, including the compromise of a major telecoms services provider in the region. There is also evidence that it attempted to attack a major international travel reservations firm. Chafer appears to be primarily engaged in surveillance and tracking of individuals, with most of its attacks likely carried out to gather information on targets or facilitate surveillance.",NA,NA,NA
"Failed Missle system hack","Iran-Israel","Iran","No","Israel","No","No",2017-02-01,2017-02-24,2017,23,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Degrade","No","No","No",5,"Indirect and delayed","Defense Industrial Base Sector","No","No","https://www.bloomberg.com/news/articles/2019-02-24/iranian-hackers-drew-worryingly-close-to-israel-s-missile-alarm","https://www.timesofisrael.com/report-iran-tried-to-infiltrate-israels-rocket-alert-system/",NA,NA,NA,"Tehran attempted to hack Israel's missle warning system in 2017, rfeported by  Brig. Gen. (res.) Noam Sha’ar, the outgoing head of the cyber defense division of the military’s Cyber Defense Directorate.",NA,NA,NA
"Operation Wilted Tulip-Israel","Iran-Israel","Iran","No","Israel","No","No",2017-03-01,2017-07-01,2017,122,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://www.cybersecurity-review.com/news-july-2017/experts-unveil-cyber-espionage-attacks-by-copykittens-hackers/",NA,NA,NA,NA,"Iran sent phising emails to Israeli embassies and foreign embassies in Israel, this was one part of a bigger scheme/operation titled Operation Wilted Tulip",NA,NA,NA
"Iraian Word Processing Attack","Iran-Israel","Iran","No","Israel","No","No",2017-04-19,2017-04-24,2017,5,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","No","No",3,"Direct and immediate","Defense Industrial Base Sector","No","No","https://www.cyberscoop.com/iranian-hackers-used-a-microsoft-word-flaw-in-a-campaign-against-israeli-targets/","https://unit42.paloaltonetworks.com/unit42-oilrig-group-steps-attacks-new-delivery-documents-new-injector-trojan/","https://www.bleepingcomputer.com/news/security/new-email-hacking-tool-from-oilrig-apt-group-leaked-online/",NA,NA,"Iran's OilRig group is linked to this failed exploitation of Microsoft word. Over 150 organizations were targeted including Israel's DIB and Academics. CVE-2017-0199",NA,NA,NA
"PuppyRat","Iran-Israel","Iran","No","Israel","No","No",2017-07-27,2017-07-27,2017,0,"After July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","No","No",3,"Direct and immediate","Energy Sector","No","No","https://threatpost.com/apt-group-uses-catfish-technique-to-ensnare-victims/127028/","https://www.secureworks.com/blog/iranian-pupyrat-bites-middle-eastern-organizations",NA,NA,NA,"Iran engaged in a social engineering plot to ensnare its targets with a “honey pot” sending the malware, known as PupyRAT, would give an attacker complete control of a compromised computer and access to network credentials, suggesting government espionage.",NA,NA,NA
"Iranian Attacks against Universities 2018 Israel","Iran-Israel","Iran","No","Israel","No","No",2018-08-01,2018-08-24,2018,23,"After July 2016","Network Infiltration (Keystroke logging)","Private/non-state","Short-term espionage","No","Yes","No",3,"Indirect and delayed","Other (Election Infrastructure, Academia)","No","No","https://apnews.com/article/26815e0d06d348f4b85350e96b78f6a8 :",NA,NA,NA,NA,"Secure works reports that Colbat Dickens, an Iranian backed group, spoofed websites from universities researchers and gained access to university networks",NA,NA,NA
"Holy Water Attack","Iran-Israel","Iran","No","Israel","No","No",2020-04-24,2020-07-01,2020,68,"After July 2016","Network Infiltration (Viruses)","Private/non-state","Disruption","No","No","No",4,"Direct and immediate","Water and Wastewater Systems Sector","Yes","No","https://www.washingtonpost.com/national-security/intelligence-officials-say-attempted-cyberattack-on-israeli-water-utilities-linked-to-iran/2020/05/08/f9ab0d78-9157-11ea-9e23-6914ee410a5f_story.html","https://www.ynet.co.il/articles/0,7340,L-5720969,00.html",NA,NA,NA,"Iran unsuccessfully attacked Isreal water treatment plants, pumping stations, and sewage",NA,NA,NA
"Shahid Rajaee port hack","Iran-Israel","Israel","No","Iran","No","No",2020-05-09,2020-05-10,2020,1,"After July 2016",NA,"Government non-military","Disruption","No","Yes","No",4,"Direct and immediate","Water and Wastewater Systems Sector","Yes","No","https://www.nytimes.com/2020/05/19/world/middleeast/israel-iran-cyberattacks.html","https://www.washingtonpost.com/national-security/officials-israel-linked-to-a-disruptive-cyberattack-on-iranian-port-facility/2020/05/18/9d1da866-9942-11ea-89fd-28fb313d1886_story.html","https://www.reuters.com/article/us-mideast-iran-israel-cyber/israel-linked-to-cyberattack-on-iranian-port-washington-post-idUSKBN22U363",NA,NA,"Attack against Iranian port, disrupting operations for several days. Linked to April attack against Isreal's water system.",NA,NA,NA
"Charming Christmas","Iran-Israel","Iran","No","Israel","No","No",2020-07-01,2020-12-25,2020,177,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","No","No",3,"Direct and immediate","Government Facilities Sector","No","No","https://blog.certfa.com/posts/charming-kitten-christmas-gift/","https://www.cyberscoop.com/iran-espionage-charming-kitten-certfa/",NA,NA,NA,"Multiple Israeli Iranist and middle east researchers were sent emails and Twitter direct messages by made up entities.  The attackers usually try to gain access to private email and Facebook accounts. They seek to infiltrate the targets’ social network as a hop point to breach other accounts in their social network, or to collect information about their targets. Sometimes, they aim at establishing a foothold on the target’s computer to gain access into their organization",NA,NA,NA
"Shamoon","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2012-08-15,2012-08-16,2012,1,"Before July 2016","Network Infiltration (Logic bombs)","Government non-military","Degrade","No","Yes","No",6,"Direct and immediate","Energy Sector","Yes","No","https://www.nytimes.com/2012/10/24/business/global/cyberattack-on-saudi-oil-firm-disquiets-us.html","https://ics-cert.us-cert.gov/jsar/JSAR-12-241-01B",NA,NA,NA,"Shamoon wiper malware wipes the data of 30,000 Aramco oil company computers",NA,NA,NA
"RasGas Attack","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2012-08-20,2012-08-21,2012,1,"Before July 2016","Network Infiltration (Logic bombs)","Government non-military","Degrade","No","Yes","No",6,"Direct and immediate","Energy Sector","Yes","No","https://www.wired.com/2012/08/hack-attack-strikes-rasgas/","https://www.theregister.co.uk/2012/08/30/rasgas_malware_outbreak/",NA,NA,NA,"Encore of Shamoon, this wiper malware targeted state owned natural gas company RasGas",NA,NA,NA
"Rocket Kitten_C","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2014-05-05,2015-09-06,2014,489,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","No","No","https://www.reuters.com/article/us-cyber-research/iran-linked-cyber-spies-use-simple-yet-effective-hacks-report-idUSKBN1AA1US","https://codeanddagger.com/news/2018/7/27/what-is-rocket-kitten-purported-iranian-hacking-group",NA,NA,NA,"Iranian group targeting high profile officials to steal sensitive info",NA,NA,NA
"Iranian multiple espionage","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2014-07-01,2015-06-14,2014,348,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","No","No",3,"Direct and delayed","Information Technology Sector","No","No","https://www.timesofisrael.com/iran-spied-on-israel-saudi-arabia-with-major-cyberattack/","https://www.haaretz.com/israel-news/iranian-hackers-tried-to-spy-on-israelis-1.5419529",NA,NA,NA,"Iran implicated in data theft campaign that hit multiple states including Israel, Saudi Arabia, Yemen",NA,NA,NA
"Saffron Rose SA","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2015-04-01,2015-06-24,2015,84,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","Yes","Yes","No",4,"Direct and immediate","Information Technology Sector","No","No","https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-operation-saffron-rose.pdf","https://securityaffairs.co/wordpress/24923/cyber-crime/ajax-security-team-iran.html",NA,NA,NA,"Yemeni Cyber Army, possible Iranian APT group, steals info and releases it to social media platforms",NA,NA,NA
"OilRig F","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2015-12-01,2017-02-15,2015,442,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","Yes","No","https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html","https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a",NA,NA,NA,"OilRig espionage camaping targets Saudi private sector",NA,NA,NA
"Shamoon 2.0","Iran-Saudi Arabia","Iran","No","Saudi Arabia","No","No",2016-11-27,2017-01-17,2016,51,"After July 2016","Network Infiltration (Logic bombs)","Government non-military","Degrade","No","Yes","No",5,"Direct and immediate","Energy Sector","Yes","No","https://www.symantec.com/connect/blogs/shamoon-back-dead-and-destructive-ever","https://unit42.paloaltonetworks.com/unit42-second-wave-shamoon-2-attacks-identified/","https://securityintelligence.com/the-full-shamoon-how-the-devastating-malware-was-inserted-into-networks/",NA,NA,"Wiper malware destroys data from several SA companies",NA,NA,NA
